"id","area","feature","user_story","expected_behavior","source","status","validation_notes","error_detail","last_validated"
"FEAT-0275","Module Library","Get Module Variables","As a user, I want to see all input variables for a module, so that I can prepare values for deployment.","Returns variables with name, type, description, required, sensitive, default, example. Filters out platform-injected variables (project_name, environment, common_tags).","backend/routes/module_library.py:get_module_variables, backend/services/variable_parser.py","Validated","module_library.py:get_module_variables builds variables from inputs_metadata/variables_schema and filters out platform-injected vars {project_name, environment, common_tags}; falls back to VariableParser git parse when no metadata.","","2026-06-22"
"FEAT-0276","Module Library","Get Smart Defaults for Module","As a user, I want intelligent default values suggested for a module based on my project context, so that I can deploy faster with sensible starting values.","Generates context-aware defaults: resource names from project name, CIDR blocks, region from project, cloud-provider-specific values, sensible booleans.","backend/routes/module_library.py:get_smart_defaults","Validated","module_library.py:get_smart_defaults derives resource names from project slug, CIDR blocks by name pattern, AWS region from project, IBM cred-template inheritance, and sensible booleans/numbers, returning a name→default map.","","2026-06-22"
"FEAT-0277","Module Library","List Module Categories","As a user, I want to see what module categories are available with counts, so that I can filter my module search effectively.","Returns category names (infra, k8s, bnk, app, other) with module count each, sorted by count descending.","backend/routes/module_library.py:get_categories","Validated","[staging] get_categories runs a group_by(category) with no ORDER BY, so categories are returned in DB/arbitrary order rather than sorted by count descending. FIX: Add an explicit ordering by count descending — e.g. .order_by(func.count(ModuleLibrary.id).desc()) on the query (or sort the result list by 'count' before caching/returning). | WO-4 #353: categories sorted by count desc.","","2026-06-22"
"FEAT-0278","Module Library","List Module Providers","As a user, I want to see what cloud providers are supported with module counts, so that I can find provider-specific modules.","Returns provider names (aws, azure, gcp, on-prem) with module count each, sorted by count descending.","backend/routes/module_library.py:get_providers","Validated","[staging] get_providers runs a group_by(provider) (filtering null providers) with no ORDER BY, so providers are not sorted by count descending. FIX: Add .order_by(func.count(ModuleLibrary.id).desc()) to the providers query (or sort the result list by 'count' descending before caching/returning). | WO-4 #353: providers sorted by count desc.","","2026-06-22"
"FEAT-0279","Module Library","List Modules","As a user, I want to browse available modules in the library, so that I can find modules to add to my project.","Returns paginated modules filterable by category (infra/k8s/bnk), provider, official_only, tested_only. Includes variables, compatibility, engine type, tags.","backend/routes/module_library.py:list_modules, backend/services/module_catalog_service.py:get_catalog_modules","Validated","module_library.py:list_modules → module_catalog_service.py:get_catalog_modules filters by category/provider/official_only/tested_only and returns variables, compatibility, engine metadata, and tags per module (cached 15min). Returns a modules+total dict (no offset/limit pagination).","","2026-06-22"
"FEAT-0280","Module Library","List User Module Versions","As a user, I want to see available versions (branches/tags) for a user module, so that I can upgrade or switch versions.","Queries git repo for branches and tags. Returns current_version and arrays of available branches and tags.","backend/routes/module_library.py:list_module_versions, backend/services/user_module_service.py:list_module_versions","Validated","[staging] The route's own query filters with `not ModuleLibrary.is_official`, a Python boolean negation of a Column that evaluates to the literal False, so the filter becomes `... , False` and always returns no row — every non-official module 404s. (The service path user_module_service.list_module_versions at line 618 queries by id only and is unaffected, but the cited route is broken.) FIX: Replace `not ModuleLibrary.is_official` with a real SQL predicate, e.g. `ModuleLibrary.is_official.is_(False)` (or `== False`), so the lookup actually matches non-official modules. | WO-4 #350: filter now ModuleLibrary.is_official.is_(False) — user modules resolve.","","2026-06-22"
"FEAT-0281","Module Library","Sync Official Module Catalog","As an operator, I want to manually sync the official BNK-Forge module catalog, so that new modules are available immediately.","Clones official module repo, parses all modules, extracts metadata, updates ModuleLibrary records. Returns added/updated/skipped statistics.","backend/routes/module_library.py:sync_catalog, backend/services/module_catalog_service.py:sync_module_catalog","Validated","module_library.py:sync_catalog → module_catalog_service.py:sync_module_catalog clones the official repo, parses modules, updates ModuleLibrary, and returns stats; cache invalidated after sync.","","2026-06-22"
"FEAT-0282","Module Library","Update User Module Version","As a user, I want to update a user module to a different version, so that I can get bug fixes and new features.","Checks out new version, re-extracts metadata, updates ModuleLibrary record. Returns success with new version.","backend/routes/module_library.py:update_module_version, backend/services/user_module_service.py:update_module_version","Validated","module_library.py:update_module_version → user_module_service.py:update_module_version validates the new ref, re-extracts metadata (vars/deps/provider/description/readme), updates git_source+version, and resets test status; blocks official modules.","","2026-06-22"
"FEAT-0283","Module Library","Validate Git Source for User Module","As a user, I want to validate that a git repository contains valid Terraform code, so that I can verify it before adding to the catalog.","Clones repo, checks for *.tf files, verifies main.tf, lists branches/tags. Returns validation result and Terraform files found.","backend/routes/module_library.py:validate_git_source, backend/services/user_module_service.py:validate_git_source","Validated","module_library.py:validate_git_source → user_module_service.py:validate_git_source clones (depth=1), walks for *.tf/*.hcl, requires a main.tf, lists branches, and returns valid + terraform_files + available_refs.","","2026-06-22"
"FEAT-0284","Module Sources","Create Module Source","As an operator, I want to add a new module source repository, so that modules from new sources can be discovered.","Creates ModuleSource with git/registry/builtin type, URL, optional authentication, auto-sync settings, description.","backend/routes/module_sources.py:create_module_source, backend/services/module_source_service.py:create_source","Validated","module_sources.py:create_module_source → module_source_service.py:create_source validates source_type (git/registry/builtin), encrypts auth_token, normalizes credential metadata per provider, persists auto_sync/sync_interval/description, and triggers initial git sync.","","2026-06-22"
"FEAT-0285","Module Sources","Delete Module Source","As an operator, I want to remove a module source, so that unused repositories are no longer synced.","Deletes ModuleSource and cascades to delete associated ModuleLibrary entries.","backend/routes/module_sources.py:delete_module_source, backend/services/module_source_service.py:delete_source","Validated","module_source_service.py:delete_source blocks builtin sources, refuses deletion when child ModuleLibrary entries are in use by projects (SOURCE_IN_USE), and otherwise cascade-deletes all catalog modules for the source. The in-use guard is stricter than the docs' plain 'cascades' but is an additive safety check, not a defect.","","2026-06-22"
"FEAT-0286","Module Sources","List Module Sources","As an operator, I want to see all configured module sources, so that I can understand what repositories feed the module catalog.","Returns paginated sources with URL, sync status, last_synced_at, module count, auth type, credential scope, auto-sync config.","backend/routes/module_sources.py:list_module_sources, backend/services/module_source_service.py:list_sources","Validated","module_source_service.py:list_sources/_serialize_source returns url, sync_status, last_synced_at, module_count, auth_type, credential_type/scope, and auto_sync config; filterable by source_type/is_active.","","2026-06-22"
"FEAT-0287","Module Sources","List Source Modules","As an operator, I want to see what modules are available from a specific source, so that I can audit module catalog contents.","Returns paginated ModuleLibrary records associated with a ModuleSource with all metadata.","backend/routes/module_sources.py:list_source_modules, backend/services/module_source_service.py:list_source_modules","Validated","module_source_service.py:list_source_modules returns active ModuleLibrary rows for the source with id/name/category/provider/description/source_path/version/update metadata.","","2026-06-22"
